number of equals = 1350				
number of contains = 605				
Kind of Match	Subject	Relation	Object	Context
Contains	Mariam Fakhr Eddine	Occupation	Film	In the late 1950s and early 1960s, she initially found success in larger sentimental roles before transitioning into portraying matriarch late in her career. In 2007, Mariam Fakhr Eddine was cast as Mrs. Aida in the French-Canadian romantic drama film Whatever Lola Wants. She attended the Alexandria International Film Festival in 2009. Until her death in 2014, Fakhr Eddine appeared in more than 200 films. Her younger brother, Youssef Fakhr Eddine, was also a leading actor.
Equal	Nikolai Velyaminov	Occupation	Surgeon	Nikolai Alexandrovich Velyaminov (Russian: Николай Александрович Вельяминов) (February 27 (O.S. February 15), 1855 in Saint Petersburg – April 9, 1920 in Petrograd) was a Russian surgeon and public figure noted for improving the state of medical treatment in the Imperial Russian Army.
Equal	Sándor Sára	Occupation	Cinematographer	Sándor Sára (born 28 November 1933) is a Hungarian cinematographer and film director. He directed 16 films between 1962 and 2004. His film The Upthrown Stone was listed to compete at the 1968 Cannes Film Festival, but the festival was cancelled due to the events of May 1968 in France.
Equal	Mie Kumagai	Occupation	Producer	Mie Kumagai is a Sega video game producer since 1993, and when the previous boss of the Hitmaker development studio Hisao Oguchi was promoted to president of the whole company, Kumagai became the new studio head and the first ever female president within Sega's development structure.
Equal	Leonard Hussey	Occupation	Meteorologist	Leonard Duncan Albert Hussey OBE, MRCS, LRCP (6 June 1891 – 25 February 1964) was an English meteorologist, archeologist, explorer, medical doctor and member of Ernest Shackleton's Imperial Trans-Antarctic and Shackleton–Rowett Expeditions. During the latter, he was with Shackleton at his death, and transported the body part-way back to England.
Equal	Karol Kulisz	Occupation	Pastor	Karol Kulisz (12 June 1873 in Dzięgielów – 8 May 1940 in Buchenwald) was Polish Lutheran pastor, revivalist and founder of charity institutions.
Equal	Lee Chun-hee	Occupation	Actor	Lee Chun-hee (born February 19, 1979) is a South Korean actor.
Contains	Toivo Pawlo	Occupation	Actor	Toivo Pawlo (25 December 1917 – 14 June 1979) was a Swedish film actor. He appeared in 50 films between 1943 and 1978. At the 12th Guldbagge Awards he won the award for Best Actor for his role in the film Hello Baby.
Equal	Hennie Aucamp	Occupation	Poet	Hennie Aucamp (20 January 1934 – 20 March 2014) was an Afrikaans poet, short story writer, cabaretist and academic. He grew up on a farm in the Stormberg highlands and matriculated in Cape Jamestown before continuing his higher education at the University of Stellenbosch. He died in Cape Town at age 80 on 20 March 2014 after suffering a stroke.
Equal	Johann de Lange	Occupation	Poet	Johann de Lange (born 22 December 1959 in Pretoria, Union of South Africa) is an Afrikaans poet, short story writer and critic. He is renowned for being one of the foremost gay writers in Afrikaans, his most controversial book being Nagsweet ("Night sweat").
Equal	Karan Kundra	Occupation	Actor	Karan Kundra is an Indian film and television actor best known for playing the role of Arjun Punj in Ekta Kapoor's Indian soap opera Kitani Mohabbat Hai that aired on NDTV Imagine. He is also remembered for hosting three seasons of Ekta Kapoor's yet another crime show Gumrah End Of Innocence on Channel V.
Contains	Mia Hansen-Løve	Occupation	Director	Mia Hansen-Løve (born 5 February 1981) is a French film director, screenwriter and former actress. Her film The Father of My Children, won the Special Jury Prize in the Un Certain Regard section at the 2009 Cannes Film Festival. In 2016, she won the Silver Bear for Best Director for her film Things to Come at the 66th Berlin International Film Festival.
Equal	Riku Rantala	Occupation	Journalist	Riku Rantala (born 20 July 1974) is a Finnish journalist, best known from traveling series Madventures. He has also co-written a book, Isänmaan asialla - matkaopas syrjäytettyjen Suomeen (Johnny Kniga, 2004), with Ari Lahdenmäki. In 2007, Rantala, Lahdenmäki and Tuomas "Tunna" Milonoff, the 2nd of Madventures' presenters, published Madventures: Kansainvälisen seikkailijan opas (Johnny Kniga, 2007). The book is a guidebook for new travelers and gives advice and insight into the world of backpacking.
Equal	MC Jazzy Jeff	Occupation	Rapper	MC Jazzy Jeff (born Jeffrey Miree on July 7, 1962 in The Bronx, New York) is an American rapper, hip-hop artist and member of the Funky 4 + 1 who was active from 1979 to 2002.
Contains	Sidse Babett Knudsen	Occupation	Actress	Following the critical success of her debut, Knudsen has been considered one of the top Danish actresses of her generation. In 2000, she again won both best actress awards for the comedy romance Den Eneste Ene (English title: The One and Only). In 2016, she won the César Award for Best Supporting Actress for the film Courted (L'Hermine). Knudsen has also received award nominations for her roles in Monas Verden (Mona's World) and Efter brylluppet (After the Wedding).
Equal	John Bowes Morrell	Occupation	Author	John Bowes ('J.B.') Morrell (1873–1963) was an English author and historian. He was twice Lord Mayor of York, a leading figure in the local movement to establish a university in York, and founder of the York Conservation Trust. The "JBM Library" at the University of York is named after him.
Equal	Robert Paynter	Occupation	Cinematographer	Robert William Paynter BSC (12 March 1928 – 20 October 2010) was an English cinematographer.
Contains	Rosella Bjornson	Occupation	Pilot	Rosella Marie Bjornson (born July 13, 1947 in Lethbridge, Alberta) is a retired Canadian airline pilot, who holds the distinction of being the first female pilot for a commercial airline in North America and the first woman member of the Canadian Airline Pilots Association.
Equal	Ken Gillanders	Occupation	Botanist	Ken Gillanders OAM is an Australian botanist, horticulturist, nurseryman and plantman.
Equal	Johannes Sejersted Bødtker	Occupation	Banker	Johannes Mathias Sejersted Bødtker CBE (29 May 1879 – 17 January 1963) was a Norwegian banker, art collector and patron of the arts.
Equal	Lancelot Bavin	Occupation	Educator	Lancelot Bavin (18 August 1881 – 4 January 1956) was a New Zealand-born Australian educator who was the Founder and Headmaster of Chatswood Preparatory School and Headmaster and Co-Headmaster of Mowbray House School. He was the preparatory school headmaster of lawyer and company director Sir Norman Cowper CBE, poet Kenneth Slessor OBE and Prime Minister The Hon. Gough Whitlam AC QC.
Equal	Hans, Count von Bülow	Occupation	Westphalian	Ludwig Friedrich Victor Hans, Count von Bülow (14 July 1774, Essenrode, near Brunswick – 11 August 1825, Bad Landeck, Silesia) was a Westphalian and Prussian statesman.
Equal	K'Sun Ray	Occupation	Actor	Kesun Mitchell Loder (born May 1993), better known by his stage name, K'Sun Ray, is an American actor.
Equal	Tom McTigue	Occupation	Actor	Thomas "Tom" McTigue is an American actor and comedian. He is best known for playing Harvey Miller on the 1990s television series Baywatch. He made guest appearances on numerous television programs: Beverly Hills, 90210 in 1991 as Jack and on Roseanne in 1994 as a doctor. He has also appeared in several films and hundreds of commercials. He has a minor part as a teacher in the 2014 film Boyhood.
Equal	Manfred Abelein	Occupation	Politician	Manfred Abelein (20 October 1930, Stuttgart, Württemberg - 17 January 2008) was a German politician. He was a representative of the German Christian Democratic Union.
Equal	Stephanie Parker	Occupation	Actress	Stephanie Parker (29 March 1987 – 18 April 2009) was a Welsh actress, best known for playing Stacey Weaver on BBC Wales' television series, Belonging, since the age of 15. She also appeared in Casualty and BBC Radio 4 dramas.
Equal	Chantelle Fiddy	Occupation	Journalist	Chantelle Fiddy is a British journalist, columnist, event promoter and music industry professional. She is well known as a commentator on London's grime scene and as a social activist as the former editor of Ctrl.Alt.Shift. She is currently contributing editor at RWD Magazine and urban editor at Mixmag. Her work has also appeared in i-D, Dazed & Confused, Sunday Times Style, The Guardian and The London Paper. She has also worked in television and radio. She was a featured presenter in Channel 4's 'Generation Next' series and has appeared as a guest on BBC Radio 1's Review Show. She also presented a 40-minute documentary on Lady Sovereign for BBC 1Xtra. Fiddy is one of the tastemakers who puts together the BBC's 'Sound of' List. In 2013 Fiddy starred in the BBC documentary series VIP People, with pop star A*M*E, and went behind-the-scenes on how to make a fanzine and how to become a successful recording artist. Fiddy is soon to feature in the latest Channel 4 style series by Ewen Spencer. After moving into music management in 2013, Fiddy has worked on the careers of Duke Dumont, Arkon Fly and Kelli-Leigh among others.
Equal	Zsuzsa Koncz	Occupation	Singer	Zsuzsa Koncz (born 7 March 1946, Pély) is a Hungarian pop singer, whose lyrics (mostly written by János Bródy) were sometimes highly critical of the country's pre-1990 political system.
Equal	Frank Giering	Occupation	Actor	Frank Giering (23 November 1971 – 23 June 2010) was a German actor.
Equal	Chantal Baudaux	Occupation	Actress	Chantal Nathaly Baudaux Jiménez (born 4 January 1980) is a Venezuelan actress and model of French and Spanish descent. She debuted in 1998 in telenovela Hoy te Vi, and came to international prominence as the protagonist of telenovela La Mujer de Judas.
Equal	Halet Çambel	Occupation	Fencer	Halet Çambel (27 August 1916 – 12 January 2014) was a Turkish female archaeologist and Olympian fencer. She was the first Muslim woman to compete in the Olympic Games.
